wm_date;wm_id;wm_config;wm_testId;questionaire_uuid;responses_stimulus;responses_time;wm_type;responses_score;responses_comment
2025-04-30 14:06:47.489994;english_test_1;configs/mushra_noloop_nowav.yaml;mushra_noloop_nowav;870d88d0-dcad-4833-b9b4-921906de7e3a;C3_2;170157;mushra;68;
2025-04-30 14:06:47.489994;english_test_2;configs/mushra_noloop_nowav.yaml;mushra_noloop_nowav;870d88d0-dcad-4833-b9b4-921906de7e3a;reference_1;123583;mushra;100;
2025-04-30 14:06:47.489994;english_test_2;configs/mushra_noloop_nowav.yaml;mushra_noloop_nowav;870d88d0-dcad-4833-b9b4-921906de7e3a;reference_2;123583;mushra;100;
2025-04-30 14:06:47.489994;english_test_2;configs/mushra_noloop_nowav.yaml;mushra_noloop_nowav;870d88d0-dcad-4833-b9b4-921906de7e3a;C2_1;123583;mushra;100;
2025-04-30 14:06:47.489994;english_test_2;configs/mushra_noloop_nowav.yaml;mushra_noloop_nowav;870d88d0-dcad-4833-b9b4-921906de7e3a;C2_2;123583;mushra;100;
2025-04-30 14:06:47.489994;english_test_2;configs/mushra_noloop_nowav.yaml;mushra_noloop_nowav;870d88d0-dcad-4833-b9b4-921906de7e3a;C4_1;123583;mushra;30;
2025-04-30 14:06:47.489994;english_test_2;configs/mushra_noloop_nowav.yaml;mushra_noloop_nowav;870d88d0-dcad-4833-b9b4-921906de7e3a;C4_2;123583;mushra;69;
2025-04-30 14:06:47.489994;english_test_2;configs/mushra_noloop_nowav.yaml;mushra_noloop_nowav;870d88d0-dcad-4833-b9b4-921906de7e3a;C3_1;123583;mushra;19;
2025-04-30 14:06:47.489994;english_test_2;configs/mushra_noloop_nowav.yaml;mushra_noloop_nowav;870d88d0-dcad-4833-b9b4-921906de7e3a;C3_2;123583;mushra;100;
2025-04-30 14:06:47.489994;english_test_2;configs/mushra_noloop_nowav.yaml;mushra_noloop_nowav;870d88d0-dcad-4833-b9b4-921906de7e3a;C1_1;123583;mushra;70;
2025-04-30 14:06:47.489994;english_test_2;configs/mushra_noloop_nowav.yaml;mushra_noloop_nowav;870d88d0-dcad-4833-b9b4-921906de7e3a;C1_2;123583;mushra;100;
2025-04-30 14:06:47.489994;japanese_test_1;configs/mushra_noloop_nowav.yaml;mushra_noloop_nowav;870d88d0-dcad-4833-b9b4-921906de7e3a;C2_1;110910;mushra;8;
2025-04-30 14:06:47.489994;japanese_test_1;configs/mushra_noloop_nowav.yaml;mushra_noloop_nowav;870d88d0-dcad-4833-b9b4-921906de7e3a;C2_2;110910;mushra;50;
2025-04-30 14:06:47.489994;japanese_test_1;configs/mushra_noloop_nowav.yaml;mushra_noloop_nowav;870d88d0-dcad-4833-b9b4-921906de7e3a;reference_1;110910;mushra;100;
2025-04-30 14:06:47.489994;japanese_test_1;configs/mushra_noloop_nowav.yaml;mushra_noloop_nowav;870d88d0-dcad-4833-b9b4-921906de7e3a;reference_2;110910;mushra;100;
2025-04-30 14:06:47.489994;japanese_test_1;configs/mushra_noloop_nowav.yaml;mushra_noloop_nowav;870d88d0-dcad-4833-b9b4-921906de7e3a;C1_1;110910;mushra;29;
